id,Response
381110,0.002813284
381111,0.642667171
381112,0.611539439
381113,0.041964559
381114,0.001558641
381115,0.001386055
381116,0.003487164
381117,0.001962381
381118,0.702619538
381119,0.01140998
381120,0.003634956
381121,0.497041973
381122,0.001107364
381123,0.656288797
381124,0.439642796
381125,0.002357785
381126,0.345829598
381127,0.633659219
381128,0.001726333
381129,0.001703749
381130,0.000880943
381131,0.001367871
381132,0.183356747
381133,0.624375912
381134,0.495954029
381135,0.001093444
381136,0.000673729
381137,0.003395767
381138,0.00374662
381139,0.001881886
381140,0.329008116
381141,0.000955459
381142,0.00070953
381143,0.00220398
381144,0.281299334
381145,0.657093874
381146,0.000650783
381147,0.115143338
381148,0.001748209
381149,0.001910113
381150,0.623322536
381151,0.657825016
381152,0.002129073
381153,0.615841966
381154,0.705246351
381155,0.689505937
381156,0.000581538
381157,0.092015857
381158,0.613532918
381159,0.401253166
381160,0.642505752
381161,0.044718679
381162,0.000848747
381163,0.633687321
381164,0.001510242
381165,0.339775697
381166,0.488861186
381167,0.001759004
381168,0.001810686
381169,0.117782894
381170,0.001361694
381171,0.000966255
381172,0.686055882
381173,0.346832777
381174,0.000919147
381175,0.001481132
381176,0.001279241
381177,0.631980142
381178,0.434989296
381179,0.002456217
381180,0.057515644
381181,0.000947278
381182,0.538388359
381183,0.001155798
381184,0.02054135
381185,0.001232506
381186,0.712034263
381187,0.770674496
381188,0.513166587
381189,0.299219012
381190,0.002575654
381191,0.47514244
381192,0.237538359
381193,0.034489896
381194,0.54140086
381195,0.201873431
381196,0.001175049
381197,0.115718943
381198,0.38384682
381199,0.756785865
381200,0.002470399
381201,0.003659523
381202,0.646456972
381203,0.789897923
381204,0.279512445
381205,0.000848849
381206,0.263122634
381207,0.001310007
381208,0.098315188
381209,0.001059666
381210,0.461129201
381211,0.000446514
381212,0.667355441
381213,0.577674563
381214,0.441128392
381215,0.210804519
381216,0.223445335
381217,0.00116938
381218,0.656633029
381219,0.466534301
381220,0.008395952
381221,0.626109195
381222,0.000873206
381223,0.001971669
381224,0.20071392
381225,0.750447268
381226,0.6549072
381227,0.640869449
381228,0.135884568
381229,0.542020847
381230,0.00097815
381231,0.001188012
381232,0.694524819
381233,0.001588993
381234,0.649664675
381235,0.001482312
381236,0.371858416
381237,0.001101361
381238,0.001042775
381239,0.00066022
381240,0.000709035
381241,0.563752868
381242,0.001388707
381243,0.002950571
381244,0.325369836
381245,0.000807223
381246,0.632287402
381247,0.717202747
381248,0.001261208
381249,0.288062227
381250,0.002172988
381251,0.004309713
381252,0.002409074
381253,0.001102393
381254,0.000709429
381255,0.526668923
381256,0.68520103
381257,0.001466552
381258,0.028815221
381259,0.435333788
381260,0.132975672
381261,0.665895129
381262,0.685026523
381263,0.000898839
381264,0.672145823
381265,0.327667544
381266,0.001427835
381267,0.000457684
381268,0.000774615
381269,0.331676065
381270,0.307569573
381271,0.435955852
381272,0.002034114
381273,0.000975981
381274,0.001375744
381275,0.02210684
381276,0.29079508
381277,0.002969726
381278,0.518383062
381279,0.70395908
381280,0.000886525
381281,0.313818426
381282,0.001057869
381283,0.012249126
381284,0.591045292
381285,0.001282728
381286,0.000845098
381287,0.027802788
381288,0.563892939
381289,0.659202629
381290,0.645620718
381291,0.356240206
381292,0.425879706
381293,0.00050375
381294,0.321546166
381295,0.001750609
381296,0.748191162
381297,0.001105175
381298,0.001863759
381299,0.001696006
381300,0.105895893
381301,0.402742201
381302,0.000728515
381303,0.00077556
381304,0.001764484
381305,0.115333009
381306,0.631053511
381307,0.000805507
381308,0.620805594
381309,0.001365127
381310,0.69050333
381311,0.000658783
381312,0.001539371
381313,0.6921897
381314,0.054482604
381315,0.001418078
381316,0.658936289
381317,0.09171511
381318,0.632405857
381319,0.002637719
381320,0.356539406
381321,0.626748649
381322,0.448223597
381323,0.036299379
381324,0.000745305
381325,0.529210422
381326,0.001944958
381327,0.338343306
381328,0.001595137
381329,0.393789848
381330,0.002334066
381331,0.560195075
381332,0.003981275
381333,0.001215412
381334,0.0016927
381335,0.001464669
381336,0.001820411
381337,0.001185547
381338,0.572667252
381339,0.144673203
381340,0.007650008
381341,0.001968476
381342,0.001341473
381343,0.000854254
381344,0.680121802
381345,0.001495506
381346,0.117976709
381347,0.575712171
381348,0.010637844
381349,0.00063607
381350,0.001308684
381351,0.642696373
381352,0.001572073
381353,0.498467339
381354,0.001169374
381355,0.001763956
381356,0.000696015
381357,0.00113311
381358,0.002929073
381359,0.547971704
381360,0.426775301
381361,0.001316639
381362,0.158336534
381363,0.103465156
381364,0.000970813
381365,0.694198773
381366,0.618363965
381367,0.426799775
381368,0.001334357
381369,0.717386007
381370,0.001521118
381371,0.601167403
381372,0.482444658
381373,0.000876085
381374,0.487676388
381375,0.001141364
381376,0.63757139
381377,0.043536511
381378,0.638397373
381379,0.287606213
381380,0.001293949
381381,0.635882149
381382,0.661033564
381383,0.000885439
381384,0.642754447
381385,0.332875764
381386,0.535684949
381387,0.676326919
381388,0.660195876
381389,0.542691252
381390,0.388737934
381391,0.49600514
381392,0.642143623
381393,0.001617738
381394,0.000743545
381395,0.229288012
381396,0.001186686
381397,0.005080982
381398,0.000976768
381399,0.00046154
381400,0.001463639
381401,0.103500172
381402,0.580767681
381403,0.005706015
381404,0.137762618
381405,0.555089674
381406,0.759980614
381407,0.690095569
381408,0.426452726
381409,0.083373225
381410,0.001458018
381411,0.413489128
381412,0.173065803
381413,0.253665066
381414,0.497861305
381415,0.01520106
381416,0.00076638
381417,0.639940696
381418,0.001183428
381419,0.001611017
381420,0.001395539
381421,0.576412322
381422,0.378413094
381423,0.603832656
381424,0.002190859
381425,0.706665616
381426,0.065736928
381427,0.001515958
381428,0.469865761
381429,0.670993048
381430,0.401693979
381431,0.148622803
381432,0.508277031
381433,0.629375437
381434,0.001620224
381435,0.483059867
381436,0.543315699
381437,0.419391197
381438,0.730785906
381439,0.512061048
381440,0.003705236
381441,0.489842432
381442,0.666730654
381443,0.23604265
381444,0.001223155
381445,0.000799961
381446,0.708504167
381447,0.346595539
381448,0.0009752
381449,0.207956169
381450,0.686910147
381451,0.001634882
381452,0.682662639
381453,0.001564755
381454,0.214859377
381455,0.345611866
381456,0.337800109
381457,0.300919677
381458,0.000665843
381459,0.001582661
381460,0.001008914
381461,0.000877549
381462,0.001520068
381463,0.542306337
381464,0.294983852
381465,0.607337061
381466,0.001938611
381467,0.180085772
381468,0.000849063
381469,0.43793409
381470,0.477100444
381471,0.152540907
381472,0.63477855
381473,0.598569352
381474,0.000829791
381475,0.711819866
381476,0.311104517
381477,0.008460043
381478,0.006274056
381479,0.688923458
381480,0.001073268
381481,0.649381411
381482,0.649646567
381483,0.000973556
381484,0.093287701
381485,0.31252393
381486,0.001700492
381487,0.106365951
381488,0.001714317
381489,0.662271115
381490,0.606634683
381491,0.582540283
381492,0.776820666
381493,0.001329512
381494,0.001878692
381495,0.001153173
381496,0.547842024
381497,0.005257893
381498,0.001970083
381499,0.295830998
381500,0.071200042
381501,0.686632318
381502,0.000827717
381503,0.001419095
381504,0.001014277
381505,0.001303703
381506,0.001772437
381507,0.600375266
381508,0.001887196
381509,0.577570804
381510,0.63906736
381511,0.623773889
381512,0.002551391
381513,0.689832513
381514,0.746056901
381515,0.656756301
381516,0.001458324
