id,Response
381110,0.0019298130697948611
381111,0.6476654408892266
381112,0.6237716205293925
381113,0.05202041895758658
381114,0.0018715521436329756
381115,0.0006973644880967674
381116,0.004437459926468279
381117,0.0011178871061579437
381118,0.7028920481069685
381119,0.009721641981347512
381120,0.0017273833550310136
381121,0.4976583575897383
381122,0.001051230428873629
381123,0.6641273361294517
381124,0.42939642044600645
381125,0.0017624989949334585
381126,0.3826215486775791
381127,0.6396845837533897
381128,0.0016919363264630584
381129,0.0024413611214338738
381130,0.0005360635094973875
381131,0.0008023271661482829
381132,0.17247014636216412
381133,0.6357395459442533
381134,0.5024274414663644
381135,0.0006743753735730926
381136,0.0003058395331330217
381137,0.003968309818649443
381138,0.004327470076339345
381139,0.0011376518415330255
381140,0.3160339376274698
381141,0.0006107745838564157
381142,0.001014343118119496
381143,0.0024264331709695436
381144,0.31622185985485957
381145,0.6827032454719351
381146,0.0007217994395879345
381147,0.11707860920326776
381148,0.001147579259212541
381149,0.0015931883420745748
381150,0.630240257525956
381151,0.6447809738699519
381152,0.0017989281640158994
381153,0.6064273408773188
381154,0.7081143347292713
381155,0.698235572021439
381156,0.00039908378299800633
381157,0.09012271664666445
381158,0.6135416363632549
381159,0.394228593367696
381160,0.6388654783255845
381161,0.02651916649810006
381162,0.000711128539103176
381163,0.6380492993009919
381164,0.0010185271203347224
381165,0.35843126113099255
381166,0.5100619753632355
381167,0.0010102426800694668
381168,0.0016861604595893721
381169,0.12138760158951774
381170,0.000667963951175198
381171,0.0011342555749918146
381172,0.7071769111764479
381173,0.35240374978197186
381174,0.0008399840602499514
381175,0.0008980606516258854
381176,0.0008600937138109712
381177,0.6434369253880328
381178,0.45105005119011726
381179,0.0029342539958588524
381180,0.06407089077324973
381181,0.0006837228516005017
381182,0.5775450912693715
381183,0.0005988434484695802
381184,0.010821409719904699
381185,0.0006651903173083972
381186,0.7182596805146465
381187,0.7723517914735984
381188,0.5242177018299485
381189,0.30645843260569305
381190,0.0016903136785742473
381191,0.47944684103523433
381192,0.26928345015231575
381193,0.030054275560020872
381194,0.5333109369350801
381195,0.2009740556632913
381196,0.002641250877138297
381197,0.12191511283323078
381198,0.37630140914945315
381199,0.7715763733493797
381200,0.0023900147343150794
381201,0.004257740936443993
381202,0.6565175530033189
381203,0.8058054642575527
381204,0.2591436408032615
381205,0.00042566665418242964
381206,0.26852808816370927
381207,0.0008462945848591687
381208,0.09254656812593497
381209,0.0002928167869630947
381210,0.45390045541226726
381211,0.00036952039810207423
381212,0.6678940054066779
381213,0.5797684534189027
381214,0.45379118534978025
381215,0.18776244818578783
381216,0.20278691417166156
381217,0.0016106911039157935
381218,0.6559527462383347
381219,0.43959311211809615
381220,0.0035449757267177274
381221,0.6255321659877003
381222,0.0005737044198703891
381223,0.0017326981298492155
381224,0.2556298797410264
381225,0.744899987886217
381226,0.6683664549325974
381227,0.6445683852509079
381228,0.12292146449593229
381229,0.5407974950826054
381230,0.0008146890009736816
381231,0.0016564415491985697
381232,0.696334217693346
381233,0.0012303637005183958
381234,0.6607942065469736
381235,0.0005620469236233081
381236,0.37001220526168976
381237,0.000927443126077927
381238,0.0007344352668512905
381239,0.0005605363953718011
381240,0.0008282694254527149
381241,0.5757443929319598
381242,0.001118994872920459
381243,0.0029657529179408573
381244,0.30778281856341244
381245,0.0005543004852718445
381246,0.6457381754084448
381247,0.7199668036618035
381248,0.000641071211031635
381249,0.27508803060995757
381250,0.0014564477464295924
381251,0.004278332275903544
381252,0.0016152542282339589
381253,0.0017370434093382618
381254,0.00029878507645418557
381255,0.5568896327198594
381256,0.6869700936399707
381257,0.0012311871661286953
381258,0.012979669391758961
381259,0.44531050035897846
381260,0.11590929478970224
381261,0.6627307047305453
381262,0.693892616220371
381263,0.0016719049311208077
381264,0.6709303002055783
381265,0.3194925004399801
381266,0.000784497430823981
381267,0.00018886392557416017
381268,0.00037102099031410113
381269,0.3204317297160942
381270,0.29810493765048984
381271,0.4315130668852805
381272,0.0015890476246413665
381273,0.0003199694398004467
381274,0.0008292452121784803
381275,0.0783739497058635
381276,0.28507331024316934
381277,0.0015621583870720713
381278,0.5229375938786706
381279,0.7153376945593377
381280,0.0005994615790624467
381281,0.3250916719717173
381282,0.0008155277267084179
381283,0.0038509125825208117
381284,0.6066127456871584
381285,0.0006505489595304539
381286,0.0002404134911507761
381287,0.018747311935595305
381288,0.5590934743935023
381289,0.6358530237772723
381290,0.6552486281074421
381291,0.3828685668795089
381292,0.38200099554560046
381293,0.0004376683591930847
381294,0.3413347589838706
381295,0.0009001613103330235
381296,0.7698541800493691
381297,0.0004365962737859821
381298,0.0016147185372112408
381299,0.0013597826453504032
381300,0.0994866824511292
381301,0.4033663211914792
381302,0.0004688479582226657
381303,0.0006301485268803879
381304,0.0011272659907111775
381305,0.11826024546066882
381306,0.6341052829854459
381307,0.0005092536025356472
381308,0.6399425809493825
381309,0.0007565004629660942
381310,0.6851186423590441
381311,0.0005923584581593302
381312,0.0006315149302227282
381313,0.6995488474123553
381314,0.047362060444274955
381315,0.0008011035763844104
381316,0.6659351555216839
381317,0.08933299082969184
381318,0.6243856164669883
381319,0.0018743402729157776
381320,0.3271669377989705
381321,0.6342579151027951
381322,0.45461377878753473
381323,0.022336130450263014
381324,0.0006263787594651745
381325,0.5226002291489524
